full	word_form	original_word_form	complete_word_form_adjusted	ja	reference	first_part	several_hits	country_corpus	speakers_nasjonality 	comments	sentence	free_standing	type_comment	obligatory	discourse_marker	sentence_position	clause_position	position	with_conjunction	conjunction	comma	in_total	listing	nachfolgend_komplett	with_pronoun	negation	continuation_declarative_sentence	wie_xzy_ist/sind	EH-type	beischeid_wissen	xzy_besser_wissen	genauso_wissen	alles_wissen	xzy_sowieso_wissen	schon_wissen	zuviel_wissen	selber_wissen			
" Jeder Zeit. Spindoktor: Sehr gut. Weil, wie gesagt, vielleicht müss' ma's bei unserem Wahlkampfabschluss singen. Oder es könnt' ja ein Passant eine spontane Einlage wollen. Van der Bellen: Schönes Lied eigentlich. Wieso haben wir das früher nie verwendet? Spindoktor: Na ja, weißt eh - Grüne und Heimat, das war nie so wirklich unser Ding. an der Bellen: Stimmt auch wieder. Spindoktor: Wirst sehen, bei den ÖVP-wählenden Stadionbesuchern geht das rein. Van der Bellen: Es war'n die Störche oft zu beneiden, heut' flieg ich noch viel weiter fort . . . Spindoktor: Hoffentlich. Und jetzt bräucht' ma noch den Ambros. Van der Bellen: Der Hofer war's vom Zwanz'gerhaus, der schaut mir so verdächtig aus . . . (oli) G Reaktionen an: oliver.pink@diepresse.com  (P16/NOV.03792 Die Presse, 30.11.2016, S. 30; I Am from Austria )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P16		AT			Na ja, weißt eh - Grüne und Heimat, das war nie so wirklich unser Ding.	0	eingebettet	0	1	middle	if	initial	0	naja	w,	complete	1	incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" Slowenisch galt unter Deutsch-Kärntnern als minder und verräterisch. ""Familien haben sich zerstritten, weil der eine Zweig plötzlich nur noch deutsch gesprochen hat und der andere nur slowenisch"", erzählt Voglauer, ""wenn sie sich getroffen haben, wussten sie nicht: Wie reden wir?"" Und dann war da der Nachbar, der plötzlich kein slowenisches Wort mehr über die Lippen brachte, weil sein deutschnationaler Arbeitgeber Druck machte. ""Weißt eh: Wenn's drauf ankommt, muss ich auf dich schießen"", sagte der Nachbar zu ihrem Vater.  (FLT17/FEB.00128 Falter, 15.02.2017, S. 12; Der Geist von Bilcovs )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT17		AT			Weißt eh: Wenn's drauf ankommt, muss ich auf dich schießen	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" ""Schmerzen sind dann arg."" ""Ojegerl. Na, aber dann hast du's vorbei."" ""Kein Sport.""""Ah.""""Und Antibiotika muss ich nehmen, auf die wird mir immer schlecht.""""Ja. Wirst es überleben.""""Kein Sex.""""Wie, kein Sex? Kein Sex? Wie lange?""""Keine Anstrengung, sonst könnte es wieder bluten.""""BLÖDSINN!""""Nein, weißt eh, Ruhe und so.""""Das kann ja nicht sein!""""Hat er gesagt.""""DAS IST JA GROTESK! WEGEN DEM ZAHN-SCHAS?!""""Na ja, das ist eine echte Operation!""""Hol dir eine zweite Meinung!""""Das ist normal, bei so einem Eingriff.""""SO EIN STÜMPER, KEIN SEX, DU KRIEGST DOCH ANTI-BIOTIKA, DAS IST DOCH IN EIN PAAR STUNDEN WIEDER OKAY!"" ""Beruhig dich!""""Verschieb die Operation!""""Was? Ich warte doch schon ewig auf den Termin.""""Ich hab eine Schulung im April, da bin ich vier Tage weg, da kannst du das (FLT17/FEB.00179 Falter, 15.02.2017, S. 46; Coaching )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT17		AT			Nein, weißt eh, Ruhe und so.	0	eingebettet	0	1	middle	if	initial	0	nein	w,	complete	1	incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"kaufen muss und was zum Essen ... Aha, es ist dir theoretisch egal, wenn deine 16-jährige Tochter verhungert ... Nein, ich kaufe mir nichts zum Kiffen, weil damit habe ich vor einer Woche aufgehört ... Der Mario? Nein, der spinnt nicht auf mich. Wüsste ich nix ... Aber der Papa hat nur einen Hunderter einstecken, und den kann er nirgends wechseln ... Ich rufe jetzt sicher nicht meinen Bewährungshelfer und die Sozialarbeiterin an ... Ich kann nicht daheimbleiben, du weißt eh, ich brauche jemanden bei mir, sonst fühle ich mich wie ein Mobbingopfer ... Ich war eh die ganze Zeit bei dir, und wenn ich nicht bei dir war, war ich bei der Janine ... Ich habe dir sicher nicht mein ganzes Leben lang Probleme gemacht, das hat erst mit 14 angefangen ...&quot;  (FLT17/APR.00328 Falter, 19.04.2017, S. 38; Augenblick )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT17		AT			Ich kann nicht daheimbleiben, du weißt eh, ich brauche jemanden bei mir, sonst fühle ich mich wie ein Mobbingopfer ... 	0	eingebettet	0	1	middle	if	middle	0		0	complete		complete	1		0	0		0	0	0	0	0	0	0	0	0		
"Sonntag. Ein stinknormaler Sonntag, in der S-Bahn, neben vier von tausend transportierten Fußballfans. Die vier sind von Kopf bis Fuß in grünes und weißes Textil gehüllt und tun ihr breites Wissen über den Wiener Stadtfußball kund. &quot;Die Kagraner sind heuer nicht schlecht, das sag ich dir. Die trainiert der Peschek, weißt eh, der früher in Wolkersdorf war.&quot; Und &quot;Hast schon gehört, der Gacic von Slovan hat schon wieder zwei Tore gemacht, der ist stark.&quot;  (FLT17/OKT.00716 Falter, 31.10.2017, S. 38; Augenblick )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT17		AT			Die trainiert der Peschek, weißt eh, der früher in Wolkersdorf war.	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Strache: Du, und übrigens: Des mit dem grünen hässlichen Frosch tut mir leid. Des war net so gmeint. Weißt eh, des is halt de Art von Schmäh, die meine Leut verstehen.  (PRF17/MAR.00021 profil, 06.03.2017, S. 98; Verfreundet )"	weisst eh	weißt eh	weibt eh	0	profil	PRF17		AT			Weißt eh, des is halt de Art von Schmäh, die meine Leut verstehen.	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"&quot;Du, weißt eh, der Mehmet von unter uns? Is dir aufgfallen, dass si der jetzt einen Bart wachsen lasst? Ob des net a so ein Doppelstaatsbürger is, ha?&quot;  (PRF17/APR.00304 profil, 28.04.2017, S. 122; Doppler-Effekt )"	weisst eh	weißt eh	weibt eh	0	profil	PRF17		AT		frage	Du, weißt eh, der Mehmet von unter uns? 	0	eingebettet	0	1	middle	if	middle	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Brandstetter: Meine Güte, jetzt sei halt net immer so fürchterlich unentspannt! Du, Basti, i sitz da grad zsamm mit dem zukünftigen Exkanzler, und der hätt a Frage wegen dera komischen Bildungsreform. Und du weißt eh, i kenn mi ja net aus, i bin ja nur der Vizekanzler. Derf i ihn dir geben? Was? Aha. Net.  (PRF17/JUN.00148 profil, 12.06.2017, S. 98; Da geht was weiter! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF17		AT			Und du weißt eh, i kenn mi ja net aus, i bin ja nur der Vizekanzler. 	0	eingebettet	0	1	initial	initial	initial	1	und	C	complete		complete	1		0	0		0	0	0	0	0	0	0	0	0		
"Kern: De machen irgendwas mit dem Kanal, glaub i. Weißt eh wie des is in Wien.  (PRF17/SEP.00085 profil, 11.09.2017, S. 98; Keine Mauern mehr! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF17		AT			Weißt eh wie des is in Wien.  	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"Im ""Marchfelderhof"" zu Deutsch-Wagram feierte Götz Kauffmann nicht nur seinen 51. Geburtstag, sondern auch ""Verliebung und Verlobung"". Die Auserwählte: Rosalinde Haller, Wahrsagerin, auch ""Die Hexe von Amstetten"" genannt. Dazu der ""wahre Freund"" Dieter Chmelar, der die Moderation besorgte, zum Spezi: ""Weißt eh: Nicht alle Verlobungen gehen gut aus. Manche führen zur Ehe."" Und: ""Aber wenn eine Hellseherin ist und trotzdem an eine Ehe mit dir denkt, ja dann..."" (X00/JAN.02966 Oberösterreichische Nachrichten, 24.01.2000, Ressort: Kultur & Medien; Verliebung und Verlobung )"	weisst eh	weißt eh	weibt eh	0	Oberösterreichische Nachrichten	X00		AT			Weißt eh: Nicht alle Verlobungen gehen gut aus. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Das hat bei deinen früheren Abnehmversuchen nie richtig geklappt. Reiß dich wenigstens heuer zusammen! Du weißt eh, dass an den internationalen Badestränden alles schauen wird, welche Figur du machst. (X00/FEB.05055 Oberösterreichische Nachrichten, 05.02.2000, Ressort: Leben heute; Schlankwärts! )"	weisst eh	weißt eh	weibt eh	0	Oberösterreichische Nachrichten	X00		AT			Du weißt eh, dass an den internationalen Badestränden alles schauen wird, welche Figur du machst.	0	eingebettet	1	0				0		0				1		dass	0		0	0	0	0	0	0	0	0	0		
"""Weißt eh, die Donnerstags-Demo. Heut sind's mehr, weil die Studenten wegen der Studiengebühren "" (X00/SEP.37919 Oberösterreichische Nachrichten, 23.09.2000, Ressort: Leben heute; Wetterleuchten 8 )"	weisst eh	weißt eh	weibt eh	0	Oberösterreichische Nachrichten	X00		AT			Weißt eh, die Donnerstags-Demo. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		incomplete	1		0	0		0	0	0	0	0	0	0	0	0		
"""Das war in Ordnung. Aber jetzt hätte er für seine Auftritte gern einen Klavierspieler, weißt eh, ein bisserl Boogie-Woogie zu den Brötchen, und du sollst ja ein toller Tastenhauer sein."" (X00/OKT.41941 Oberösterreichische Nachrichten, 14.10.2000, Ressort: Leben heute; Wetterleuchten 9 )"	weisst eh	weißt eh	weibt eh	0	Oberösterreichische Nachrichten	X00		AT			Aber jetzt hätte er für seine Auftritte gern einen Klavierspieler, weißt eh, ein bisserl Boogie-Woogie zu den Brötchen, und du sollst ja ein toller Tastenhauer sein.	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" Warum arbeitest du jetzt wieder in diesem Salon?&quot;&quot;Mir hat das dort ur nicht getaugt, ich gehöre einfach hierher. Es ist wichtig, bei den Leuten im 16. zu sein und hier gesehen zu werden. Gestern hat vor dem Fenster eine Frau einem eine Watsche gegeben. Vorgestern hat da drüben ein BMW gebrannt. Das ist einfach was anderes.&quot;&quot;Hast du mit deinem Geschäftspartner gestritten, oder was?&quot;&quot;Na ja, es haben viele Leute mitgeredet. Weißt eh, wie das ist, mit dem Geld. Gott sei Dank habe ich meine Anteile schnell verkauft.&quot; &quot;Und du hast hier sofort wieder anfangen können?&quot;&quot;Ja sicher, der King is back. Die Leute haben gejubelt. Als Nächstes mach ich einen Youtube-Kanal auf. Dann sag ich: 'Hi, willkommen auf meinem Kanal, lasst mir doch ein Abo da, bevor ihr das Video anseht.' Und dann zeig ich ihnen, wie man Haarschneidemaschinen modifiziert.&quot;  (FLT18/MAI.00137 Falter, 09.05.2018, S. 46; Augenblick Wiener Momente )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT18		AT			Weißt eh, wie das ist, mit dem Geld.	0	eingebettet	1	0	initial	initial		0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"Nach einem Konzert in Deutschland habe der Tontechniker gefragt, ob man gemeinsam noch ein Spezi trinke. &quot;Boah, nein, das ist zu arg - weißt eh, wegen dem Zucker&quot;, lautete Köcks Antwort. Nicht nur der Hang zur Nüchternheit, auch das gepflegte Auftreten des Duos bricht mit klassischen Rock-'n'-Roll-Bildern. Widmer und Köck sehen aus wie gecastet für die Hauptrolle einer noch zu drehenden Filmkomödie &quot;Ach wie kuschelig ist Bobostan&quot;. (FLT18/NOV.00111 Falter, 07.11.2018, S. 37; Rock 'n'Roll mit Didgeridoo )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT18		AT			Boah, nein, das ist zu arg - weißt eh, wegen dem Zucker	0	eingebettet	0	1	middle	initial	middle	0		0	complete		wegen	0		0	0		0	0	0	0	0	0	0	0	0		
"Das glaube ich nicht, weil unser Weg ist der Sport, der Weg zur Medaille. Den kannst du nur ernst gehen. Ein paar Schmähs wird es schon geben. Klar ist: Das wird sie ihr Leben lang begleiten. In Lahti werden die Trainer sagen: Teri, weißt eh, da geht es rechts und nicht links  sie wird es wegstecken.  (K18/FEB.10792 Kleine Zeitung, 27.02.2018; Da bist du ganz Papa! )"	weisst eh	weißt eh	weibt eh	0	Kleine Zeitung	K18	II	AT			Teri, weißt eh, da geht es rechts und nicht links  sie wird es wegstecken.	0	eingebettet	0	1	middle	if	middle	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"machen, die heimliche steirische Landeshymne geht in etlichen Coverversionen um die Welt. Dabei waren die Stoanis am Anfang alles andere als begeistert, fremdsprachig zu singen. Mia kennen jo nix Englisch, hätten die Brüder anfangs negativ reagiert, erinnerte sich Hauskomponistin Hanneliese Kreißl-Wurth in einem Kleine-Zeitung-Interview. Geschrieben hat sie das Lied übrigens, nachdem Fritz Willingshofer nach einem euphorisch bejubelten Zeltfestauftritt zu ihr gesagt hatte: Weißt eh, die Steirerbuam san halt narrisch guat. Und spätestens mit dem Hit gewannen die Stoakogler auch ihren berühmtesten Fan: Arnold Schwarzenegger (Sie wissen schon: sein Steierschmäh kennen s drüben in den USA). (K18/JUL.06331 Kleine Zeitung, 15.07.2018; Ein halbes Jahrhundert very good )"	weisst eh	weißt eh	weibt eh	0	Kleine Zeitung	K18		AT			Weißt eh, die Steirerbuam san halt narrisch guat. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" An einem Sonn(en)tag wie heute heißt das aber: Erholung schaut echt anders aus. Zum Laufen muss man früh raus, sonst schießt einem der Schweiß waagrecht aus den Poren; dann empfiehlt es sich, eher zeitig zum See hinaus zu radeln, weil sonst der Lieblingsplatz auf der Brücke futsch ist. Aber schon die erste Schwimmrunde ist einfach wunderbar. Und der innere Schweinehund, der auf einer zünftigen Bergtour herumreitet, lässt sich mit dem Hinweis Weißt eh, dass das jetzt ein Triathlon war ruhigstellen.  (K18/AUG.07499 Kleine Zeitung, 19.08.2018, S. 39; Triathlon für den Schweinehund )"	weisst eh	weißt eh	weibt eh	0	Kleine Zeitung	K18		AT			Weißt eh, dass das jetzt ein Triathlon war	0	eingebettet	1	0				0		0				0		dass	0		0	0	0	0	0	0	0	0	0		
"Über dieses Problem philosophierten wir mit Alex alias Farmgirl  weißt eh, das is die, die spinnt  bei einem Kaffee. (NON18/JUN.04080 Niederösterreichische Nachrichten, 08.06.2018; Lachende Chinesen, Dachhasen und Pfauenbraten )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON18		AT			weißt eh, das is die, die spinnt 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Wie beim berühmten Vorbild erinnert die Frisur der Hauptfigur des kleinen Egon ein wenig an ein Vogelnest. Darin macht es sich Krähe Krax (Ähnlichkeiten mit dem berühmten Raben Columbus sind rein zufällig) bequem. Für Turbulenzen sorgt Bleistift Krix, der dritte Hauptcharakter im Buch, in dem nebenbei ein Kriminalfall gelöst wird. Außerdem bieten wir unseren jungen Lesern auch Augmented Reality, betont Auhser, worauf Kienbeck fragend eine Augenbraue hebt. Weißt eh, das mit dem Handy, folgt die eloquente Erklärung mit Schmäh  Online-Zusatzinhalte sind heutzutage schließlich nie verkehrt. (NON18/JUL.06577 Niederösterreichische Nachrichten, 20.07.2018; Mit Schiel(e)-Effekt )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON18		AT			Weißt eh, das mit dem Handy	0	eingebettet	0	1	initial	initial	initial	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Kurz: Die Bauern müssen immer a Geld kriegen, des is Tradition. Weißt eh, wie des is: Zu kalt, zu warm, zu nass, zu trocken -die Probleme bei denen reißen leider nie ab. Strache: Des wird aber a was kosten. Kurz: In dem Fall derf es des a. (PRF18/AUG.00034 profil, 06.08.2018, S. 82; Eiligenschein )"	weisst eh	weißt eh	weibt eh	0	profil	PRF18		AT			Weißt eh, wie des is: Zu kalt, zu warm, zu nass, zu trocken -die Probleme bei denen reißen leider nie ab. 	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"Als er die Nachricht Weißt eh, dass du morgen nicht mehr lebst, du elender Bastard! von einem zerstrittenen Mitschüler bekommen habe, sei er in Panik geraten: Ich war beunruhigt und hatte furchtbare Angst. Deshalb bin ich am nächsten Tag mit einem Messer in die Schule gegangen, erzählt der 14-jährige Schüler aus dem Bezirk Waidhofen mit leiser Stimme vor Gericht. (NON19/FEB.09811 Niederösterreichische Nachrichten, 22.02.2019, Ressort: Lokales; Verängstigter Schüler zückte Taschenmesser )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON19		AT		drohung	Weißt eh, dass du morgen nicht mehr lebst, du elender Bastard!	0	eingebettet	1	0				0		0				0		dass	0		0	0	0	0	0	0	0	0	0		
"Staudinger: Bei Frauen schaut man als Mann - so wollte es, glaub ich, der Schöpfer eigentlich  zuerst woanders hin. Nachdem aber bei mir die Schuhe zum Akt der Schöpfung dazugehören, kommt das schon vor, dass ich zuerst auf die Schuhe schaue und erst dann, weißt eh wohin... (lacht) (NON19/MAI.04067 Niederösterreichische Nachrichten, 10.05.2019, Ressort: Lokales; Frosch im Rahmglas )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON19		AT			Nachdem aber bei mir die Schuhe zum Akt der Schöpfung dazugehören, kommt das schon vor, dass ich zuerst auf die Schuhe schaue und erst dann, weißt eh wohin...	0	eingebettet	1	0				0		0				0		wohin	0		0	0	0	0	0	0	0	0	0		
"Von mobilen Schlachtboxen wie in Bayern hat man bisher nix hören wollen und warum der Wald, wo ein Wild geschossen und anschließend vermarktet wird, hygienischer ist als eine ständig kontrollierte Weide, kann auch niemand erklären. Dass Konsumenten eher auf weidegeschlachtetes Fleisch von Kleinbetrieben zurückgreifen würden, wenn dies nur ein bissal statt einem Batzen teurer wäre und die Großbetriebe dann deppert drein schaun würden - daran kanns natürlich nicht liegen. Weil weißt eh, dem Weg des Geldes folgen heute nur noch Verschwörungstheoretiker und nicht mehr der Hausverstand. Wurscht. Das darunter dann nicht nur die Umwelt aufgrund völlig unnötiger Transportwege, sondern auch die Qualität des Fleisches leidet, scheint wurscht zu sein. Und wer muss sich schon Gedanken darüber machen, welche Qualen und welche Todesangst Lebewesen unnötig in einer Massenabfertigung durchleben, wenns Schnitzel so schön billig is und die Einzigen, die sich (NON19/DEZ.04946 Niederösterreichische Nachrichten, 13.12.2019, Ressort: Lokales; Bissige 100 Kolumnen )"	weisst eh	weißt eh	weibt eh	0	Niederösterreichische Nachrichten	NON19		AT			Weil weißt eh, dem Weg des Geldes folgen heute nur noch Verschwörungstheoretiker und nicht mehr der Hausverstand.	0	eingebettet	0	1	initial	initial	initial	1	weil	C	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" Strache: Er wird fruah gnua draufkummen. Was is jetzt eigentlich mit de Polacken? San die a scho dabei? Vilimsky: No net endgültig. Warum? Strache: Damit i weiß, ob i vor der Fraktionssitzung des Auto zusperren muaß! Weißt eh, wie de san. Vilimsky: Aber politisch san sie zumindest Strache: Und wann mir der Orbán no amoi mit der gekürzten Kinderbeihilf für seine ganzen ungarischen Kellnerinnen im Burgenland daherkummt -dann kriegt des Wort &quot;Pörkölt&quot; a zusätzliche Bedeutung! Vilimsky: Na ja. Jeder hat halt so seine Eigenheiten Strache: Außer uns. (PRF19/APR.00066 profil, 14.04.2019; österreich1 BLUTSBRÜDER )"	weisst eh	weißt eh	weibt eh	0	profil	PRF19		AT			Weißt eh, wie de san.	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"zu tun, wo du sozialromantischer linkskatholischer Loser nicht einmal hingerochen hast, nämlich: Bundeskanzler zu sein! Eat this! Django, pffft!! Dass ich nicht lach! Ich weiß jetzt auch gar nicht mehr, wer mir die Mail mit den Ausschnitten aus deinem unpatriotischen Machwerk geschickt hat, irgendwer, der viel Zeit dazu hat, auch die ganz hinteren Zeitungsseiten mit den voll unwichtigen Kurzmeldungen durchzublättern, muss es wohl gewesen sein. Vielleicht der Benko René, weißt eh, der interessiert sich sehr für Zeitungen und schaut sich das alles ganz genau an. Ich sag immer zu ihm, René, deine Sorgen und dem Benko sein Geld, das hätt ich gern. Da lacht er dann verschmitzt und sagt: &quot;Na gut!&quot;  (PRF19/APR.00140 profil, 19.04.2019, S. 82; Lieber Django! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF19		AT			Vielleicht der Benko René, weißt eh, der interessiert sich sehr für Zeitungen und schaut sich das alles ganz genau an.	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Blümel: Was die Grammatik betrifft, hamma dem Koalitionspartner sowieso versprochen, dass ma's damit nimmer so genau nehmen. Weißt eh, sonst fühlen sa si glei wieder ausgegrenzt.  (PRF19/MAI.00061 profil, 05.05.2019, S. 14; Die größteste! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF19		AT			Weißt eh, sonst fühlen sa si glei wieder ausgegrenzt.	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Meinl-Reisinger: Weißt eh, wie Produzenten san. Neoliberale Ausbeuter!  (PRF19/SEP.00231 profil, 22.09.2019, S. 100; Backstage )"	weisst eh	weißt eh	weibt eh	0	profil	PRF19		AT			Weißt eh, wie Produzenten san. Neoliberale Ausbeuter!  	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"Kurz: Weißt eh! Dem sei Bild ewig bei uns im Parlamentsklub ghängt is. Der mit der sehr aktiven Amtsführung!  (PRF19/SEP.00235 profil, 30.09.2019; Mischen impossible? )"	weisst eh	weißt eh	weibt eh	0	profil	PRF19		AT			Weißt eh! Dem sei Bild ewig bei uns im Parlamentsklub ghängt is. 	1	frei	0	1	initial	initial	initial	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" Kickl: De san serienmäßig. Extra bestellen müsst ma nur die Schleudersitze. HC: I kann immer noch a eigene Partei gründen, wenn des alles zu schwierig für euch is. Hofer: Alles gebongt, Schminkspiegel, alles. Schlag ein, HC! Philippa: I will noch einen Dampfgarer! Und so eine Pfanne, bei der nie was anbrennt. Weißt eh, HC! Die ausm Fernsehen. Kickl: Was is mit an Staubsaugerroboter? Oder an Nasenhaarschneider? HC: Es gibt Nasenhaarschneider? Hofer: Zwa brauch ma aber net. I borg dir meinen! HC: Mei Wahrsagerin! (PRF19/OKT.00083 profil, 13.10.2019, S. 20; Der Preis ist heiß! )"	weisst eh	weißt eh	weibt eh	0	profil	PRF19		AT			Weißt eh, HC! Die ausm Fernsehen. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		name	0		0	0		0	0	0	0	0	0	0	0	0		
"wir schwer abgesoffen, lieber Freund. Aber du weißt eh: Wodka Red  (P20/OKT.01755 Die Presse, 14.10.2020, S. 26; Dampfplauderer )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P20		AT			Aber du weißt eh: Wodka Red  	0	eingebettet	0	1	initial	initial	initial	1	aber	C	?		?	1		0	0		0	0	0	0	0	0	0	0	0		
"&quot;Na, der Hunnenkönig! Weißt eh, der liegt da irgendwo.&quot;  (P20/OKT.03737 Die Presse, 31.10.2020, S. 39; Sieben Uhr. Graben. Der heißeste Tag des Jahres ist angesagt.... )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P20		AT			Weißt eh, der liegt da irgendwo	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"g'raucht gestern. MK: Das ist jetzt auf der Bühne verboten, weißt eh? HF: Aber na! Wir schreiben ins Programm: &quot;Aus künstlerischen  (P20/OKT.03773 Die Presse, 31.10.2020, S. 28; Niedersperrung! )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P20		AT		?frage	Das ist jetzt auf der Bühne verboten, weißt eh?	0	eingebettet	?	1	final	final	final	0		0	complete			0		(dass)	0		0	0	0	0	0	0	0	0	0		
"Weißt eh, wegen dem Abstand warat's. Und wegen dem Spucken. Es wird ja so viel runtergespuckt von diesen Bühnen, des geht ja auf keine Kuhhaut.  (PRF20/MAI.00116 profil, 17.05.2020, S. 66; Meta-Meter )"	weisst eh	weißt eh	weibt eh	0	profil	PRF20		AT			Weißt eh, wegen dem Abstand warat's. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		wegen	0		0	0		0	0	0	0	0	0	0	0	0		
"HC: Na ja Weißt eh!  (PRF20/MAI.00155 profil, 24.05.2020, S. 12; Budgetverhandlungen )"	weisst eh	weißt eh	weibt eh	0	profil	PRF20		AT			Na ja Weißt eh!  	0	eingebettet	1	1	final	final	final	0	naja	W	complete			0		0	0		0	0	0	0	0	0	0	0	0		
"Will nicht aufscheinen. Möglich?&quot; Melchiors kurze Antwort: &quot;Nein.&quot; Und wenig später schreibt er an Schmid: &quot;Aber Danke, Danke - weißt eh ... wir sind total transparent.&quot; Worauf Schmid retourniert: &quot;Brav! Immer braver als die anderen (...).&quot;  (P21/FEB.01705 Die Presse, 15.02.2021, S. 1; Kleine und große Gefälligkeiten )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P21		AT			Aber Danke, Danke - weißt eh ... wir sind total transparent.	0	eingebettet	0	1	middle	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Kurz: Und dann haben in der Zwischenzeit auch noch sieben Zeugen bei der Staatsanwaltschaft ausgesagt, alle für mich. Weißt eh, bei der einen aufgeblasenen G'schicht wegen der Falschaussage.  (PRF21/NOV.00087 profil, 14.11.2021, S. 74; Jäger des verlorenen Schatzis )"	weisst eh	weißt eh	weibt eh	0	profil	PRF21		AT			Weißt eh, bei der einen aufgeblasenen G'schicht wegen der Falschaussage.  	0	eingebettet	0	1	initial	initial	initial	0		0	complete		bei	0		0	0		0	0	0	0	0	0	0	0	0		
"Kurz: Na ja, an sich sind die Lunch-Slots da schon ganz streng durchgetaktet. I mein, die Hüttn is so angsagt, da nimmt sogar die Klofrau nur Bitcoins. Es war net einfach, aber weißt eh: für besondere Kunden Blümel: Reservierst du da im Valley eigentlich jetzt unter Kurz-oder Short? Hehe!  (PRF22/JAN.00045 profil, 16.01.2022, S. 74; High Flyers )"	weisst eh	weißt eh	weibt eh	0	profil	PRF21		AT			Es war net einfach, aber weißt eh: für besondere Kunden 	0	eingebettet	0	1	middle	initial	middle	1	aber	,c	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
